ubigeo,g_factor_tasa_paralizacion,g_factor_ratio_sobretiempo_promedio,g_factor_ratio_sobrecosto_promedio,s_factor_total_muertes,s_factor_edad_prom_muerte,s_factor_tasa_prevenibles,g_score,s_score,iris_score,ubigeo_code
AREQUIPA_AREQUIPA_SANTA RITA DE SIGUAS,0.0,0.0291941527242075,0.0002173976696669,0.0036931625669173,0.3928621808435604,0.0,0.0098038501312915,0.1321851144701592,0.0709944823007253,040121
AREQUIPA_AREQUIPA_SOCABAYA,0.062111801242236,0.0457727303858098,0.0001818101908216,0.0799620519075692,0.3715198108349407,0.0,0.0360221139396225,0.1504939542475033,0.0932580340935629,040122
AREQUIPA_AREQUIPA_TIABAYA,0.0324675324675324,0.0996558788564217,0.0069215000564427,0.0202615707799688,0.3631592222048738,0.0,0.0463483037934656,0.1278069309949475,0.0870776173942066,040123
AREQUIPA_AREQUIPA_UCHUMAYO,0.024390243902439,0.0359864143084621,8.189422683235921e-05,0.0164328793115131,0.4126772655949315,0.0,0.0201528508125778,0.1430367149688149,0.0815947828906963,040124
AREQUIPA_AREQUIPA_VITOR,0.0434782608695652,0.049638817545877,0.0,0.0038286914684556,0.3753628676006564,0.0,0.0310390261384807,0.1263971863563706,0.0787181062474257,040125
AREQUIPA_AREQUIPA_YANAHUARA,0.0297029702970297,0.0254844421271065,0.0,0.0503151046960764,0.2837611472060573,0.0,0.0183958041413787,0.1113587506340445,0.0648772773877116,040126
AREQUIPA_AREQUIPA_YARABAMBA,0.0833333333333333,0.0435562894140884,0.0001958975017274,0.0024734024530731,0.3752673536846198,0.0,0.0423618400830497,0.1259135853792309,0.0841377127311403,040127
AREQUIPA_AREQUIPA_YURA,0.0077519379844961,0.0705870486569781,0.0003098112401947,0.0290709493799552,0.4809926215023326,0.0,0.0262162659605563,0.1700211902940959,0.0981187281273261,040128
AREQUIPA_CAMANA_CAMANA,0.0441176470588235,0.0330887432251338,0.0004809860410768,0.0281222470691875,0.3528296496376906,0.0,0.0258957921083447,0.1269839655689593,0.076439878838652,040201
AREQUIPA_CAMANA_JOSE MARIA QUIMPER,0.0,0.0311727333212803,0.0,0.0055905671884529,0.3740140417786253,0.0,0.0103909111070934,0.1265348696556927,0.0684628903813931,040202
AREQUIPA_CAMANA_MARIANO NICOLAS VALCARCEL,0.0,0.0314281117277025,0.0008113773819725,0.0063020939215287,0.7774016081252644,0.0,0.0107464963698917,0.2612345673489311,0.1359905318594114,040203
AREQUIPA_CAMANA_MARISCAL CACERES,0.010752688172043,0.0252297259808638,0.0004466319988717,0.0069119739784509,0.4208106685383401,0.0,0.0121430153839262,0.1425742141722636,0.0773586147780949,040204
AREQUIPA_CAMANA_NICOLAS DE PIEROLA,0.0483870967741935,0.0376505113358103,0.0,0.0077929118384495,0.3679030801332958,0.0,0.0286792027033346,0.1252319973239151,0.0769556000136248,040205
AREQUIPA_CAMANA_OCO A,0.03125,0.0606192702718669,0.0,0.0036931625669173,0.3928621808435604,0.0,0.0306230900906223,0.1321851144701592,0.0814041022803907,
AREQUIPA_CAMANA_QUILCA,0.0555555555555555,0.0422069301991866,0.0,0.0012197601138442,0.4960139996111219,0.0,0.0325874952515807,0.1657445865749887,0.0991660409132847,040207
AREQUIPA_CAMANA_SAMUEL PASTOR,0.0472440944881889,0.0577452802952835,0.0004241015134886,0.0155858236768991,0.4323257229357513,0.0,0.0351378254323203,0.1493038488708834,0.0922208371516019,040208
AREQUIPA_CARAVELI_ACARI,0.0,0.0252473669291582,0.0021613779323492,0.0061665650199905,0.3435546644651492,0.0,0.0091362482871691,0.1165737431617132,0.0628549957244412,040302
AREQUIPA_CARAVELI_ATICO,0.0470588235294117,0.0641659420366642,0.0,0.0046757471030697,0.4232182599244345,0.0,0.0370749218553586,0.1426313356758347,0.0898531287655967,040303
AREQUIPA_CARAVELI_ATIQUIPA,0.0,0.0313335999311142,0.0,0.0005082333807684,0.3848920863309353,0.0,0.0104445333103714,0.1284667732372345,0.0694556532738029,040304
AREQUIPA_CARAVELI_BELLA UNION,0.0,0.0272011206565771,0.00106482163218,0.0022362268753811,0.448083324385268,0.0,0.009421980762919,0.150106517086883,0.079764248924901,040305
AREQUIPA_CARAVELI_CAHUACHO,0.0,0.1135861538094565,0.0,0.0004404689299993,0.3895169578622814,0.0,0.0378620512698188,0.1299858089307602,0.0839239301002895,040306
AREQUIPA_CARAVELI_CARAVELI,0.0,0.0418626124076639,0.0,0.0048112760046079,0.394375408763898,0.0,0.0139542041358879,0.1330622282561686,0.0735082161960283,040301
AREQUIPA_CARAVELI_CHALA,0.0816326530612244,0.0339593202878292,0.0,0.005895507216914,0.5162178828365878,0.0,0.0385306577830178,0.1740377966845006,0.1062842272337592,040307
AREQUIPA_CARAVELI_CHAPARRA,0.0,0.0210833761050501,0.0,0.0022023446499966,0.618051013734467,0.0,0.0070277920350167,0.2067511194614878,0.1068894557482522,040308
AREQUIPA_CARAVELI_HUANUHUANU,0.0377358490566037,0.0333176110285222,0.0,0.0010503489869214,0.5696942446043165,0.0,0.0236844866950419,0.190248197863746,0.1069663422793939,040309
AREQUIPA_CARAVELI_JAQUI,0.05,0.0335406434401446,0.0,0.001626346818459,0.3757157539274702,0.0,0.0278468811467148,0.1257807002486431,0.0768137906976789,040310
AREQUIPA_CARAVELI_LAS LOMAS,0.5,0.0292941348468405,0.0,0.0036931625669173,0.3928621808435604,0.0,0.1764313782822801,0.1321851144701592,0.1543082463762197,
AREQUIPA_CARAVELI_LOMAS,0.0416666666666666,0.0350659392185025,0.0,0.0013214067899979,0.5205035971223022,0.0,0.0255775352950563,0.1739416679707667,0.0997596016329115,040311
AREQUIPA_CARAVELI_QUICACHA,0.075,0.0573691375025038,8.504110465188362e-05,0.0009825845361523,0.4191846522781774,0.0,0.0441513928690518,0.1400557456047766,0.0921035692369142,040312
AREQUIPA_CARAVELI_YAUCA,0.0789473684210526,0.0339376343835161,0.0006510647110312,0.0020668157484583,0.3815270364353678,0.0,0.0378453558385333,0.1278646173946087,0.082854986616571,040313
AREQUIPA_CASTILLA_ACOMAYO,0.0,0.0443703710571727,0.0,0.0036931625669173,0.3928621808435604,0.0,0.0147901236857242,0.1321851144701592,0.0734876190779417,
AREQUIPA_CASTILLA_ANDAGUA,0.0384615384615384,0.0434202078098854,0.0011557925050617,0.0017618757199972,0.3598479706800597,0.0,0.0276791795921618,0.1205366154666856,0.0741078975294237,040402
AREQUIPA_CASTILLA_APLAO,0.0674157303370786,0.0614737671001711,0.0,0.0121298366876736,0.3693913949620249,0.0,0.0429631658124166,0.1271737438832328,0.0850684548478247,040401
AREQUIPA_CASTILLA_AYO,0.0,0.1101831928536516,0.0,0.0006437622823067,0.2151079136690648,0.0,0.0367277309512172,0.0719172253171238,0.0543224781341705,040403
AREQUIPA_CASTILLA_CHACHAS,0.0384615384615384,0.0964965694394008,0.0,0.0022023446499966,0.462175713974275,0.0,0.0449860359669797,0.1547926862080905,0.0998893610875351,040404
AREQUIPA_CASTILLA_CHILCAYMARCA,0.0714285714285714,0.0580850250624966,0.0,0.0009487023107677,0.3366410320019846,0.0,0.043171198830356,0.1125299114375841,0.07785055513397,040405
AREQUIPA_CASTILLA_CHOCO,0.0,0.0269484443857772,0.0,0.0009148200853832,0.3530318602261049,0.0,0.008982814795259,0.117982226770496,0.0634825207828775,040406
AREQUIPA_CASTILLA_HUANCARQUI,0.054054054054054,0.0523236890064976,0.0,0.0017618757199972,0.2656440885027826,0.0,0.0354592476868505,0.0891353214075933,0.0622972845472219,040407
AREQUIPA_CASTILLA_MACHAGUAY,0.125,0.1110349683949468,0.0,0.0010503489869214,0.2738309352517984,0.0,0.0786783227983156,0.0916270947462399,0.0851527087722778,040408
AREQUIPA_CASTILLA_ORCOPAMPA,0.0166666666666666,0.0321407697998212,9.3470806222613e-05,0.0048790404553771,0.4680228231208136,0.0,0.0163003024242368,0.1576339545253969,0.0869671284748168,040409
AREQUIPA_CASTILLA_PAMPACOLCA,0.119047619047619,0.0571852766350579,0.0031941778196999,0.0037270447923019,0.341240521096636,0.0,0.0598090245007922,0.114989188629646,0.0873991065652191,040410
AREQUIPA_CASTILLA_TIPAN,0.0,0.0655190984856129,0.0,0.0007792911838449,0.2272182254196642,0.0,0.0218396994952043,0.0759991722011697,0.048919435848187,040411
AREQUIPA_CASTILLA_U ON,0.1428571428571428,0.0174980806918776,0.0025559867510731,0.0036931625669173,0.3928621808435604,0.0,0.0543037367666978,0.1321851144701592,0.0932444256184285,
AREQUIPA_CASTILLA_URACA,0.131578947368421,0.0481532875972028,0.0,0.0077251473876804,0.3554710816499637,0.0,0.0599107449885412,0.1210654096792147,0.090488077333878,040413
AREQUIPA_CASTILLA_VIRACO,0.1153846153846153,0.5211852547461671,0.0101909730593176,0.0025072846784576,0.3772661870503597,0.0,0.2155869477300333,0.1265911572429391,0.1710890524864862,040414
AREQUIPA_CAYLLOMA_ACHOMA,0.0526315789473684,0.0272582685327202,0.0,0.0016602290438435,0.3208633093525179,0.0,0.0266299491600295,0.1075078461321205,0.067068897646075,040502
AREQUIPA_CAYLLOMA_CABANACONDE,0.09375,0.0444582199124039,0.0,0.002947753608457,0.2418247220405494,0.0,0.0460694066374679,0.0815908252163354,0.0638301159269017,040503
AREQUIPA_CAYLLOMA_CALLAHUANCA,0.0,0.0443703710571727,0.0,0.0036931625669173,0.3928621808435604,0.0,0.0147901236857242,0.1321851144701592,0.0734876190779417,
AREQUIPA_CAYLLOMA_CALLALLI,0.024390243902439,0.0315772619535212,0.0,0.0018635223961509,0.4391058581706064,0.0,0.01865583528532,0.1469897935222524,0.0828228144037862,040504
AREQUIPA_CAYLLOMA_CAYLLOMA,0.12,0.0873929555707598,0.0,0.0038964559192247,0.470726866782436,0.0,0.0691309851902532,0.1582077742338869,0.1136693797120701,040505
AREQUIPA_CAYLLOMA_CHAMACA,0.0,0.0443703710571727,0.0,0.0036931625669173,0.3928621808435604,0.0,0.0147901236857242,0.1321851144701592,0.0734876190779417,
AREQUIPA_CAYLLOMA_CHIVAY,0.1067961165048543,0.236707532848962,0.0005880861181706,0.0059971538930676,0.3943901058928138,0.0,0.114697245157329,0.1334624199286272,0.1240798325429781,040501
AREQUIPA_CAYLLOMA_COPORAQUE,0.0476190476190476,0.0222675770208013,0.0008265432572762,0.0011181134376905,0.3186627168853151,0.0,0.0235710559657083,0.1065936101076685,0.0650823330366884,040506
AREQUIPA_CAYLLOMA_GOYLLARISQUIZGA,0.0,0.015574097007181,0.0,0.0036931625669173,0.3928621808435604,0.0,0.0051913656690603,0.1321851144701592,0.0686882400696098,
AREQUIPA_CAYLLOMA_HUAMBO,0.12,0.0661959773187899,0.0005971470664856,0.0007115267330758,0.3263570961412687,0.0,0.0622643747950918,0.1090228742914481,0.08564362454327,040507
AREQUIPA_CAYLLOMA_HUANCA,0.0,0.0224436799029654,0.0007552808616654,0.0021006979738429,0.3892885691446843,0.0,0.0077329869215436,0.1304630890395091,0.0690980379805263,040508
AREQUIPA_CAYLLOMA_ICHUPAMPA,0.0,0.0349458927136082,0.0040680367685724,0.0009825845361523,0.2527577937649878,0.0,0.0130046431607269,0.08458012610038,0.0487923846305535,040509
AREQUIPA_CAYLLOMA_LARI,0.0555555555555555,0.0451829928316986,0.0010743274294958,0.0009487023107677,0.3217563879930536,0.0,0.03393762527225,0.1075683634346071,0.0707529943534285,040510
AREQUIPA_CAYLLOMA_LLUTA,0.0,0.0344583388087688,0.0,0.0037270447923019,0.427830708406248,0.0,0.0114861129362562,0.1438525843995166,0.0776693486678864,040511
AREQUIPA_CAYLLOMA_MACA,0.0,0.0694610023832181,0.0,0.0010503489869214,0.3012589928057554,0.0,0.0231536674610727,0.1007697805975589,0.0619617240293158,040512
AREQUIPA_CAYLLOMA_MADRIGAL,0.0344827586206896,0.0372864881439628,0.0048349997215468,0.0009487023107677,0.2289754403373851,0.0,0.025534748828733,0.0766413808827176,0.0510880648557253,040513
AREQUIPA_CAYLLOMA_MAJES,0.0462427745664739,0.0590598891336545,0.0002840079038454,0.049027580131463,0.4873901983385666,0.0,0.0351955572013246,0.1788059261566765,0.1070007416790006,040520
AREQUIPA_CAYLLOMA_SAN ANTONIO DE CHUCA,0.1666666666666666,0.0718056514923679,0.004093927454096,0.0014569356915362,0.3574231523871811,0.0,0.0808554152043768,0.1196266960262391,0.100241055615308,040514
AREQUIPA_CAYLLOMA_SIBAYO,0.027027027027027,0.0456381640597392,0.0007356898380225,0.0005759978315375,0.4196642685851319,0.0,0.0244669603082629,0.1400800888055565,0.0822735245569097,040515
AREQUIPA_CAYLLOMA_TAPAY,0.074074074074074,0.0548353066176631,0.0009514859842661,0.0006776445076912,0.4600890715998629,0.0,0.0432869555586677,0.1535889053691847,0.0984379304639262,040516
AREQUIPA_CAYLLOMA_TISCO,0.028169014084507,0.0397374466303312,0.0,0.0010503489869214,0.4455935251798562,0.0,0.022635486904946,0.1488812913889259,0.0857583891469359,040517
AREQUIPA_CAYLLOMA_TUTI,0.0769230769230769,0.0484790293996362,0.0,0.0005759978315375,0.334132693844924,0.0,0.041800702107571,0.1115695638921538,0.0766851329998624,040518
AREQUIPA_CAYLLOMA_YANQUE,0.0,0.0365465962904623,0.0010334122656177,0.0027444602561496,0.3811194946481837,0.0,0.0125266695186933,0.1279546516347778,0.0702406605767355,040519
AREQUIPA_CONDESUYOS_ANDARAY,0.0,0.0352271241829094,0.0,0.0009148200853832,0.3776978417266188,0.0,0.0117423747276364,0.1262042206040006,0.0689732976658185,040602
AREQUIPA_CONDESUYOS_CAYARANI,0.0961538461538461,0.095571164138244,0.0007969321487505,0.0022023446499966,0.5339001526051885,0.0,0.0641739808136135,0.178700832418395,0.1214374066160043,040603
AREQUIPA_CONDESUYOS_CHICHAS,0.0,0.064353157665228,0.0,0.0006776445076912,0.1928742720109624,0.0,0.021451052555076,0.0645173055062178,0.0429841790306469,040604
AREQUIPA_CONDESUYOS_CHUQUIBAMBA,0.0416666666666666,0.05491929260773,0.0,0.0057260960899911,0.3242488362251374,0.0,0.0321953197581322,0.1099916441050428,0.0710934819315875,040601
AREQUIPA_CONDESUYOS_IRAY,0.0,0.0190411876504463,0.0,0.0012197601138442,0.2545207077581177,0.0,0.0063470625501487,0.0852468226239873,0.045796942587068,040605
AREQUIPA_CONDESUYOS_RIO GRANDE,0.073170731707317,0.0463799641704226,0.0,0.0027444602561496,0.4300754518336549,0.0,0.0398502319592465,0.1442733040299348,0.0920617679945907,040606
AREQUIPA_CONDESUYOS_SALAMANCA,0.0,0.0819874765607591,0.0016736357603769,0.001626346818459,0.3037733078843048,0.0,0.0278870374403787,0.1017998849009212,0.06484346117065,040607
AREQUIPA_CONDESUYOS_YANAQUIHUA,0.036144578313253,0.0353530796028368,0.0001940624618921,0.0049129226807616,0.3678919877796391,0.0,0.023897240125994,0.1242683034868002,0.0740827718063971,040608
AREQUIPA_ISLAY_COCACHACRA,0.0604026845637583,0.033322682363235,0.0002308865327852,0.0127735989699803,0.35141410680979,0.0,0.0313187511532595,0.1213959019265901,0.0763573265399248,040702
AREQUIPA_ISLAY_DEAN VALDIVIA,0.037593984962406,0.0487564714938803,0.0002024947677264,0.0073185606830656,0.417166727447535,0.0,0.0288509837413376,0.1414950960435335,0.0851730398924356,040703
AREQUIPA_ISLAY_ISLAY,0.043010752688172,0.0302651514202731,0.0006903778174488,0.0043030426238395,0.4026528776978417,0.0,0.0246554273086313,0.1356519734405604,0.0801537003745958,040704
AREQUIPA_ISLAY_MEJIA,0.0166666666666666,0.0401648897252144,1.5282487616509813e-05,0.0015585823676899,0.2977192713913974,0.0,0.0189489462931658,0.0997592845863624,0.0593541154397641,040705
AREQUIPA_ISLAY_MOLLENDO,0.0670731707317073,0.0566372866215371,0.0002382692068818,0.0432337195907027,0.3270536272626378,0.0,0.0413162421867087,0.1234291156177802,0.0823726789022444,040701
AREQUIPA_ISLAY_PUNTA DE BOMBON,0.0413223140495867,0.0442812126932477,0.0004453034866059,0.0100969031645998,0.3261471090685979,0.0,0.0286829434098134,0.1120813374110659,0.0703821404104396,040706
AREQUIPA_LA UNION_ALCA,0.0444444444444444,0.0334836303475856,0.0003541562848508,0.0028122247069187,0.3141486810551557,0.0,0.0260940770256269,0.1056536352540248,0.0658738561398259,040802
AREQUIPA_LA UNION_CHARCANA,0.0,0.0387161291487023,0.0018752043821202,0.0008131734092295,0.4451798561151079,0.0,0.0135304445102742,0.1486643431747791,0.0810973938425266,040803
AREQUIPA_LA UNION_COTAHUASI,0.081081081081081,0.037989148961009,0.0011906339032191,0.0034221047638408,0.3498377768373535,0.0,0.0400869546484363,0.1177532938670648,0.0789201242577505,040801
AREQUIPA_LA UNION_HUAYNACOTAS,0.0,0.0480542187366685,0.0,0.0026089313546113,0.3696734919756503,0.0,0.0160180729122228,0.1240941411100872,0.070056107011155,040804
AREQUIPA_LA UNION_PAMPAMARCA,0.1428571428571428,0.0858104934208161,0.0,0.001626346818459,0.380707678754955,0.0,0.0762225454259863,0.127444675191138,0.1018336103085621,040805
AREQUIPA_LA UNION_PUYCA,0.0,0.0417038889942915,0.0,0.0029816358338415,0.3906717322770998,0.0,0.0139012963314305,0.1312177893703138,0.0725595428508721,040806
AREQUIPA_LA UNION_QUECHUALLA,0.0,0.0273429582943535,0.0,0.0003388222538456,0.2818835840418574,0.0,0.0091143194314511,0.094074135431901,0.0515942274316761,040807
AREQUIPA_LA UNION_SAYLA,0.0,0.1475698664549474,0.0024957565686923,0.000304940028461,0.2633093525179855,0.0,0.0500218743412132,0.0878714308488155,0.0689466525950143,040808
AREQUIPA_LA UNION_TAURIA,0.0,0.0312895714534592,0.0,0.0003727044792301,0.2697841726618704,0.0,0.010429857151153,0.0900522923803668,0.0502410747657599,040809
AREQUIPA_LA UNION_TOMEPAMPA,0.6666666666666666,0.0443703710571727,0.0,0.0010503489869214,0.3696043165467626,0.0,0.2370123459079464,0.1235515551778946,0.1802819505429205,040810
AREQUIPA_LA UNION_TORO,0.25,0.0609104116249449,0.0011417926077931,0.0011181134376905,0.2103258569614896,0.0,0.1040174014109127,0.0704813234663934,0.087249362438653,040811
AYACUCHO_CANGALLO_CANGALLO,0.0352941176470588,0.041916240227759,0.0002431765727092,0.0091820830792166,0.2968154887854421,0.0,0.0258178448158423,0.1019991906215529,0.0639085177186976,050201
AYACUCHO_CANGALLO_CHUSCHI,0.073394495412844,0.1067534920355587,0.0011773285544152,0.0061326827946059,0.3751284686536484,0.0,0.0604417720009393,0.1270870504827514,0.0937644112418453,050202
AYACUCHO_CANGALLO_LOS MOROCHUCOS,0.0777777777777777,0.0952198827014404,0.0012735783568973,0.0069458562038354,0.3358245442480967,0.0,0.0580904129453718,0.114256800150644,0.0861736065480079,050203
AYACUCHO_CANGALLO_MARIA PARADO DE BELLIDO,0.0689655172413793,0.0553437402939547,0.0008217385729166,0.0027444602561496,0.3523425162309175,0.0,0.0417103320360835,0.118362325495689,0.0800363287658863,050204
AYACUCHO_CANGALLO_PARAS,0.0707070707070707,0.0526692514654525,0.0001524015717205,0.0046418648776851,0.4520905015118339,0.0,0.0411762412480812,0.1522441221298397,0.0967101816889605,050205
AYACUCHO_CANGALLO_TOTOS,0.024390243902439,0.0522226442154368,0.0012318537769158,0.0027783424815341,0.3977637167374532,0.0,0.0259482472982638,0.1335140197396624,0.0797311335189631,050206
AYACUCHO_HUAMANGA_ACOCRO,0.027027027027027,0.0839107154441516,0.0001682487852559,0.0061326827946059,0.447940548659973,0.0,0.0370353304188115,0.1513577438181929,0.0941965371185022,050102
AYACUCHO_HUAMANGA_ACOS VINCHOS,0.072289156626506,0.0471250237259365,0.0009910720082777,0.0026428135799959,0.3995082415080593,0.0,0.04013508412024,0.1340503516960184,0.0870927179081292,050103
AYACUCHO_HUAMANGA_ANDRES AVELINO CACERES DORREGARAY,0.0689655172413793,0.0657718522695244,0.0009636756461973,0.0149081791692078,0.4753911156788855,0.0,0.0452336817190336,0.1634330982826977,0.1043333900008657,050116
AYACUCHO_HUAMANGA_AYACUCHO,0.0769230769230769,0.1367013736710728,0.0001277050336389,0.1013078538998441,0.4060166109840311,0.0,0.0712507185425962,0.1691081549612917,0.120179436751944,050101
AYACUCHO_HUAMANGA_CARMEN ALTO,0.0612244897959183,0.0471365398531553,0.0,0.0189740462153554,0.4373356929429717,0.0,0.0361203432163578,0.152103246386109,0.0941117948012334,050104
AYACUCHO_HUAMANGA_CHIARA,0.0096153846153846,0.0741553953892824,0.0022577535257756,0.0033204580876871,0.4705326647772689,0.0,0.0286761778434808,0.1579510409549853,0.0933136093992331,050105
AYACUCHO_HUAMANGA_JESUS NAZARENO,0.0444444444444444,0.0971614953533345,0.0001707472696917,0.015280883648438,0.4313363468517222,0.0,0.0472588956891568,0.14887241016672,0.0980656529279384,050115
AYACUCHO_HUAMANGA_OCROS,0.0188679245283018,0.047311837692549,0.0010225894827452,0.0052517449346073,0.3842464489946504,0.0,0.0224007839011986,0.1298327313097525,0.0761167576054756,050106
AYACUCHO_HUAMANGA_PACAYCASA,0.0952380952380952,0.0888581504748574,0.0008067567397644,0.0031510469607643,0.3826725853359867,0.0,0.0616343341509057,0.1286078774322503,0.095121105791578,050107
AYACUCHO_HUAMANGA_QUINUA,0.1276595744680851,0.0544691272520665,0.0007943926847769,0.0049806871315307,0.2947695897336184,0.0,0.0609743648016428,0.0999167589550497,0.0804455618783463,050108
AYACUCHO_HUAMANGA_SAN JOSE DE TICLLAS,0.0909090909090909,0.0313570403505633,0.001306332593995,0.0019651690723046,0.3532496037068648,0.0,0.0411908212845497,0.1184049242597231,0.0797978727721364,050109
AYACUCHO_HUAMANGA_SAN JUAN BAUTISTA,0.0252100840336134,0.0460148560374149,0.0001942862992309,0.0354746899776377,0.4294716898237134,0.0,0.0238064087900864,0.1549821266004503,0.0893942676952684,050110
AYACUCHO_HUAMANGA_SANTIAGO DE PISCHA,0.0,0.0339868358523028,0.0006101015184136,0.0014908179169207,0.2409272581934451,0.0,0.0115323124569055,0.0808060253701219,0.0461691689135137,050111
AYACUCHO_HUAMANGA_SOCOS,0.0675675675675675,0.1092273470758292,0.0004201459282485,0.0056922138646066,0.3861478864245882,0.0,0.0590716868572151,0.1306133667630649,0.09484252681014,050112
AYACUCHO_HUAMANGA_TAMBILLO,0.0377358490566037,0.0835479190383983,0.0002534426281863,0.0039981025953784,0.4077746206396226,0.0,0.0405124035743961,0.137257574411667,0.0888849889930316,050113
AYACUCHO_HUAMANGA_VINCHOS,0.1176470588235294,0.1069821347995311,0.00139969419516,0.0096225520092159,0.4673734696453364,0.0,0.0753429626060735,0.1589986738848508,0.1171708182454621,050114
AYACUCHO_HUANCA SANCOS_CARAPO,0.1063829787234042,0.0784909488433776,0.0011016119681149,0.0014230534661516,0.297975573029948,0.0,0.0619918465116322,0.0997995421653665,0.0808956943384994,050302
AYACUCHO_HUANCA SANCOS_SACSAMARCA,0.0555555555555555,0.0496164746122079,0.0006817979657234,0.0007792911838449,0.3890887290167866,0.0,0.0352846093778289,0.1299560067335438,0.0826203080556864,050303
AYACUCHO_HUANCA SANCOS_SANCOS,0.0625,0.0873209903904509,0.0006689228139618,0.0034221047638408,0.3285371702637889,0.0,0.0501633044014709,0.1106530916758766,0.0804081980386737,050301
AYACUCHO_HUANCA SANCOS_SANTIAGO DE LUCANAMARCA,0.1176470588235294,0.0858903096492641,0.0004392431872189,0.002168462424612,0.4716104039845046,0.0,0.0679922038866708,0.1579262888030388,0.1129592463448548,050304
AYACUCHO_HUANTA_ACOCHACA,0.0,0.0162574502432104,0.0,0.0036931625669173,0.3928621808435604,0.0,0.0054191500810701,0.1321851144701592,0.0688021322756147,
AYACUCHO_HUANTA_AYAHUANCO,0.0303030303030303,0.0487140398330622,0.0001828124220278,0.0011181134376905,0.542530681337283,0.0,0.0263999608527067,0.1812162649249912,0.103808112888849,050402
AYACUCHO_HUANTA_CANAYRE,0.0,0.0292177337579601,0.0020240274242119,0.0010503489869214,0.7189748201438848,0.0,0.0104139203940573,0.2400083897102687,0.125211155052163,050409
AYACUCHO_HUANTA_CHACA,0.15,0.1808818794759353,0.0,0.0001016466761536,0.6330935251798562,0.0,0.1102939598253117,0.2110650572853366,0.1606795085553242,050412
AYACUCHO_HUANTA_CHAVIN DE HUANTAR,0.2352941176470588,0.0415767387931448,0.0,0.0036931625669173,0.3928621808435604,0.0,0.0922902854800678,0.1321851144701592,0.1122376999751135,
AYACUCHO_HUANTA_HUAMANGUILLA,0.0,0.0369372617277951,0.0,0.0035576336653791,0.306094746844034,0.0,0.0123124205759317,0.1032174601698043,0.057764940372868,050403
AYACUCHO_HUANTA_HUANTA,0.0904522613065326,0.1518342077304516,7.48652194533378e-05,0.0220234464999661,0.4746322757462233,0.0,0.0807871114188125,0.1655519074153965,0.1231695094171045,050401
AYACUCHO_HUANTA_IGUAIN,0.0434782608695652,0.0640893203715909,0.0,0.0018296401707664,0.3619359058207978,0.0,0.0358558604137187,0.121255181997188,0.0785555212054534,050404
AYACUCHO_HUANTA_LLOCHEGUA,0.0454545454545454,0.0599194902856113,0.0004037025183677,0.0068103273022972,0.6552461001495831,0.0,0.0352592460861748,0.2206854758172934,0.1279723609517341,050408
AYACUCHO_HUANTA_LURICOCHA,0.1016949152542373,0.0800201724148655,0.0151052723781524,0.004031984820763,0.4678657074340528,0.0,0.0656067866824184,0.1572992307516053,0.1114530087170118,050405
AYACUCHO_HUANTA_PUCACOLPA,0.0,0.0497272930722876,0.0007923355304338,0.0009148200853832,0.5159301130524152,0.0,0.0168398762009071,0.1722816443792661,0.0945607602900866,050411
AYACUCHO_HUANTA_SANTILLANA,0.0256410256410256,0.0361547303153475,0.0001629759491883,0.0023378735515348,0.4713257965056527,0.0,0.0206529106351871,0.1578878900190625,0.0892704003271248,050406
AYACUCHO_HUANTA_SIVIA,0.021505376344086,0.0916727976003702,0.0012151196055344,0.0070475028799891,0.5575367457230389,0.0,0.0381310978499968,0.1881947495343426,0.1131629236921697,050407
AYACUCHO_HUANTA_UCHURACCAY,0.04,0.0736972304677515,0.0015968665854275,0.0004404689299993,0.4522096608427544,0.0,0.038431365684393,0.1508833765909179,0.0946573711376554,050410
AYACUCHO_LA MAR_ACOSTAMBO,0.3333333333333333,0.0161303147574374,0.0,0.0036931625669173,0.3928621808435604,0.0,0.1164878826969236,0.1321851144701592,0.1243364985835414,
AYACUCHO_LA MAR_ANCHIHUAY,0.044776119402985,0.0368530792730475,0.0010101729673946,0.0015585823676899,0.5665084953313946,0.0,0.0275464572144757,0.1893556925663615,0.1084510748904186,050510
AYACUCHO_LA MAR_ANCO,0.031413612565445,0.0772211535459992,0.0010312854222787,0.0052856271599918,0.5320533382211428,0.0,0.0365553505112409,0.1791129884603782,0.1078341694858096,050502
AYACUCHO_LA MAR_AYNA,0.0909090909090909,0.0741259469942245,0.0004440597119722,0.0076912651622958,0.52145651899533,0.0,0.0551596992050958,0.1763825947192086,0.1157711469621522,050503
AYACUCHO_LA MAR_CHILCAS,0.0196078431372549,0.0579255759740897,0.0009592924495485,0.0010164667615368,0.3669064748201438,0.0,0.0261642371869644,0.1226409805272269,0.0744026088570956,050504
AYACUCHO_LA MAR_CHUNGUI,0.0864197530864197,0.0396299900179274,0.0012695930977876,0.0021345801992274,0.5438399280575539,0.0,0.0424397787340449,0.1819915027522604,0.1122156407431527,050505
AYACUCHO_LA MAR_LUIS CARRANZA,0.1212121212121212,0.1187677431221196,0.0007755282620207,0.0003388222538456,0.2910398953564421,0.0,0.0802517975320872,0.0971262392034292,0.0886890183677582,050506
AYACUCHO_LA MAR_NINABAMBA,0.0,0.0262040362343045,0.0,0.0,0.3093525179856113,0.0,0.0087346787447681,0.1031175059952037,0.055926092369986,
